DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2000-0272-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009ska,,TUR,Türkiye,Western Asia,Asia,Poturge district (Malatya province),,,No,No,No,,4.5,Richter,38.164,38.777,,2000,5.0,7.0,2000,5.0,7.0,1.0,,1000.0,,1000.0,,,,,,,58.8406484917497,"[{""adm2_code"":28104,""adm2_name"":""Poturge""}]",2003-09-09,2023-09-25
2000-0291-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009u3d,,TUR,Türkiye,Western Asia,Asia,"Cerkes, Orta districts (Cankiri province), Cubuk district (Ankara province)",,,No,No,No,,6.0,Richter,40.693,32.992,,2000,6.0,6.0,2000,6.0,6.0,2.0,80.0,23000.0,,23080.0,,,,,,,58.8406484917497,"[{""adm2_code"":27517,""adm2_name"":""Cubuk""},{""adm2_code"":27694,""adm2_name"":""Cerkes""},{""adm2_code"":27701,""adm2_name"":""Orta""}]",2005-04-17,2023-09-25
2000-0293-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009txx,,IDN,Indonesia,South-eastern Asia,Asia,"Enggano island (Bengkulu Utara district, Bengkulu province)",,"Slide (land, mud, snow, rock)",Yes,No,No,5031.0,6.7,Richter,-4.646,102.102,,2000,6.0,4.0,2000,6.0,4.0,103.0,2714.0,200000.0,2000.0,204714.0,,,,,41000.0,69680.0,58.8406484917497,"[{""adm2_code"":73654,""adm2_name"":""Bengkulu Utara""}]",2003-09-09,2023-09-25
2000-0298-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009u46,,CHN,China,Eastern Asia,Asia,"Lanzhou Shi area (Lanzhou district, Gansu Sheng province)",,,No,No,No,,5.6,Richter,37.012,103.791,,2000,6.0,6.0,2000,6.0,6.0,,20.0,,80.0,100.0,,,,,,,58.8406484917497,"[{""adm2_code"":13014,""adm2_name"":""Lanzhou""}]",2003-09-09,2023-09-25
2000-0303-GRC,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009tg5,,GRC,Greece,Southern Europe,Europe,"Michalitsi, Mitikas (Artis District, Ipeiros province), Flampoura, Kanali, Pantokratos villages (Prevezis district, Ipeiros province)",,,No,No,No,,5.6,Richter,38.922,20.64,,2000,5.0,26.0,2000,5.0,26.0,,,600.0,,600.0,,,,,,,58.8406484917497,"[{""adm2_code"":16692,""adm2_name"":""Artis""},{""adm2_code"":16694,""adm2_name"":""Prevezis""}]",2003-07-01,2023-09-25
2000-0335-ISL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009urh,,ISL,Iceland,Northern Europe,Europe,Hella city (Rangarvalla province),,,No,No,No,,6.5,Richter,63.966,-20.487,,2000,6.0,17.0,2000,6.0,17.0,,1.0,57.0,33.0,91.0,,,,,12000.0,20394.0,58.8406484917497,"[{""adm1_code"":1474,""adm1_name"":""Rangárvalla""}]",2003-09-09,2023-09-25
2000-0387-NIC,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009vy1,,NIC,Nicaragua,Latin America and the Caribbean,Americas,"Laguna de Apoyo nature reserve (Masaya district, Masaya province)",,,No,No,No,69.0,5.4,Richter,11.884,-85.988,,2000,7.0,6.0,2000,7.0,6.0,7.0,42.0,1785.0,5650.0,7477.0,,,,,,,58.8406484917497,"[{""adm2_code"":22499,""adm2_name"":""Masaya""}]",2003-09-08,2023-09-25
2000-0428-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009vhb,,JPN,Japan,Eastern Asia,Asia,"Koodusimamura, Niizimamura districts (Tookyoo province)",,,No,No,No,,6.1,Richter,34.221,139.131,,2000,7.0,1.0,2000,7.0,1.0,1.0,,100.0,,100.0,,,,,,,58.8406484917497,"[{""adm2_code"":36308,""adm2_name"":""Koodusimamura""},{""adm2_code"":36323,""adm2_name"":""Niizimamura""}]",2003-09-08,2023-09-25
2000-0449-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009w9p,,IDN,Indonesia,South-eastern Asia,Asia,"Ciranggon village (Karawang district, Jawa Barat province)",,,No,No,No,,5.4,Richter,-6.675,106.845,,2000,7.0,12.0,2000,7.0,12.0,,124.0,,4000.0,4124.0,,,,,2000.0,3399.0,58.8406484917497,"[{""adm2_code"":18014,""adm2_name"":""Karawang""}]",2005-04-17,2023-09-25
2000-0480-RUS,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009xws,,RUS,Russian Federation,Eastern Europe,Europe,Ougklegorsk region (Sakhalinskaya Oblast Province),,"Slide (land, mud, snow, rock)",No,No,No,,6.8,Richter,48.786,142.246,,2000,8.0,4.0,2000,8.0,4.0,,8.0,,19100.0,19108.0,,,,,920.0,1564.0,58.8406484917497,"[{""adm1_code"":2552,""adm1_name"":""Sakhalinskaya Oblast""}]",2003-09-08,2023-09-25
2000-0527-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009yvr,,CHN,China,Eastern Asia,Asia,"Wuding Xian area (Chuxiong Yi district, Yunnan Sheng province)",,,No,No,No,,4.9,Richter,25.826,102.194,,2000,8.0,21.0,2000,8.0,21.0,1.0,211.0,,177400.0,177611.0,,,,,43000.0,73079.0,58.8406484917497,"[{""adm2_code"":13307,""adm2_name"":""Chuxiong Yi""}]",2005-04-17,2023-09-25
2000-0598-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009zmm,,USA,United States of America,Northern America,Americas,"Near Yountville city (Napa district, California province)",,,No,No,No,,4.9,Richter,38.3788333,-122.4133333,,2000,9.0,3.0,2000,9.0,3.0,,70.0,25000.0,104.0,25174.0,,,,,50000.0,84975.0,58.8406484917497,"[{""adm2_code"":28892,""adm2_name"":""Napa""}]",2005-04-17,2023-09-25
2000-0653-TZA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a14k,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Isale, Kipili, Kirando, Namanyere, Wampelembe, Kate areas (Nkasi district, Rukwa province)",,,No,No,No,,6.5,Richter,-7.977,30.709,,2000,10.0,2.0,2000,10.0,2.0,1.0,6.0,750.0,35.0,791.0,,,,,,,58.8406484917497,"[{""adm2_code"":48474,""adm2_name"":""Nkasi""}]",2003-09-08,2023-09-25
2000-0656-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a1b0,,JPN,Japan,Eastern Asia,Asia,"Aimityoo, Kisimototyoo, Mizokutityoo, Saihakutyoo, Daisentyoo, Nawatyoo, Nakayamatyoo, Hieduson districts (Tottori province), Simane, Okayama provinces",,"Slide (land, mud, snow, rock)",No,No,No,,6.7,Richter,35.456,133.134,,2000,10.0,6.0,2000,10.0,6.0,,130.0,6690.0,312.0,7132.0,,,150000.0,254926.0,500000.0,849753.0,58.8406484917497,"[{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1686,""adm1_name"":""Simane""},{""adm2_code"":36345,""adm2_name"":""Aimityoo""},{""adm2_code"":36349,""adm2_name"":""Daisentyoo""},{""adm2_code"":36352,""adm2_name"":""Hieduson""},{""adm2_code"":36360,""adm2_name"":""Kisimototyoo""},{""adm2_code"":36366,""adm2_name"":""Mizokutityoo""},{""adm2_code"":36368,""adm2_name"":""Nakayamatyoo""},{""adm2_code"":36369,""adm2_name"":""Nawatyoo""},{""adm2_code"":36371,""adm2_name"":""Saihakutyoo""}]",2011-04-27,2023-09-25
2000-0743-TJK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a2se,,TJK,Tajikistan,Central Asia,Asia,"Khasanov village (Parharskiy district, Khatlon province)",,,Yes,No,No,,4.8,Richter,37.451,69.498,,2000,10.0,30.0,2000,10.0,30.0,,,6000.0,,6000.0,,,,,,,58.8406484917497,"[{""adm2_code"":37595,""adm2_name"":""Parharskiy""}]",2003-09-08,2023-09-25
2000-0749-PNG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a3qq,,PNG,Papua New Guinea,Melanesia,Oceania,"Duke of York island (Kokopo district, East New Britain province), New Ireland, Northern Solomons provinces",,Tsunami/Tidal wave,No,No,No,,8.0,Richter,-3.98,152.169,,2000,11.0,16.0,2000,11.0,16.0,2.0,,,5000.0,5000.0,,,,,,,58.8406484917497,"[{""adm1_code"":2302,""adm1_name"":""New Ireland""},{""adm1_code"":2304,""adm1_name"":""Northern Solomons""},{""adm2_code"":37482,""adm2_name"":""Kokopo""}]",2014-02-25,2023-09-25
2000-0761-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a2ck,,IDN,Indonesia,South-eastern Asia,Asia,"Pandeglang, Lebak, Serang districts (Banten province)",,,No,No,No,,6.8,Richter,-6.549,105.63,,2000,10.0,25.0,2000,10.0,25.0,,,5500.0,,5500.0,,,,,,,58.8406484917497,"[{""adm2_code"":18020,""adm2_name"":""Lebak""},{""adm2_code"":18022,""adm2_name"":""Pandeglang""},{""adm2_code"":18024,""adm2_name"":""Serang""}]",2003-09-08,2023-09-25
2000-0762-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009u6r,,IDN,Indonesia,South-eastern Asia,Asia,Lahat district (Sumatera Selatan province),,,No,No,No,,6.7,Richter,-4.612,101.905,,2000,6.0,7.0,2000,6.0,7.0,1.0,,3000.0,,3000.0,,,,,,,58.8406484917497,"[{""adm2_code"":73769,""adm2_name"":""Lahat""}]",2014-02-25,2023-09-25
2000-0769-AZE,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a4xu,,AZE,Azerbaijan,Western Asia,Asia,"Absheron, Baku, Sumgayit districts (Absheron province)",,,No,No,No,341.0,6.8,Richter,40.245,49.946,,2000,11.0,25.0,2000,11.0,25.0,31.0,600.0,2694.0,,3294.0,,,,,10000.0,16995.0,58.8406484917497,"[{""adm2_code"":493,""adm2_name"":""Absheron""},{""adm2_code"":495,""adm2_name"":""Baku""},{""adm2_code"":552,""adm2_name"":""Sumgayit""}]",2003-09-08,2023-09-25
2000-0810-TKM,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a5m7,,TKM,Turkmenistan,Central Asia,Asia,Balkan province,,,No,No,No,,7.0,Richter,39.566,54.799,,2000,12.0,6.0,2000,12.0,6.0,11.0,,,,,,,,,,,58.8406484917497,"[{""adm1_code"":147322,""adm1_name"":""Balkan""}]",2003-09-08,2023-09-25
2001-0005-TZA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009s0v,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Rungwe district (Mbeya province),,,No,No,No,,4.3,Richter,-9.278,33.766,,2001,1.0,5.0,2001,1.0,5.0,,,,700.0,700.0,,,,,,,60.5035788853056,"[{""adm2_code"":48442,""adm2_name"":""Rungwe""}]",2011-04-07,2023-09-25
2001-0013-SLV,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a7m5,,SLV,El Salvador,Latin America and the Caribbean,Americas,"Berlin, Alegria, Tecapan, Santiago de Maria districts (Usulutan province), Santa Tecla, Comasagua districts (La Libertad province) ; San Miguel, Santa Ana, Sonsonate, Cuscatlan, San Vicente, La Union, Ahuachapan, Cabanas, Morazan, Chalatenango, La Paz, La Libertad, San Salvador, Usulutan provinces",,"Slide (land, mud, snow, rock)",Yes,Yes,No,,7.7,Richter,13.049,-88.66,,2001,1.0,13.0,2001,1.0,13.0,844.0,4723.0,1329806.0,,1334529.0,,,290000.0,479310.0,1500000.0,2479192.0,60.5035788853056,"[{""adm1_code"":1184,""adm1_name"":""Ahuachapan""},{""adm1_code"":1185,""adm1_name"":""Cabanas""},{""adm1_code"":1186,""adm1_name"":""Chalatenango""},{""adm1_code"":1187,""adm1_name"":""Cuscatlan""},{""adm1_code"":1188,""adm1_name"":""La Libertad""},{""adm1_code"":1189,""adm1_name"":""La Paz""},{""adm1_code"":1190,""adm1_name"":""La Union""},{""adm1_code"":1191,""adm1_name"":""Morazan""},{""adm1_code"":1192,""adm1_name"":""San Miguel""},{""adm1_code"":1193,""adm1_name"":""San Salvador""},{""adm1_code"":1194,""adm1_name"":""San Vicente""},{""adm1_code"":1195,""adm1_name"":""Santa Ana""},{""adm1_code"":1196,""adm1_name"":""Sonsonate""},{""adm1_code"":1197,""adm1_name"":""Usulutan""}]",2014-02-26,2023-09-25
2001-0023-GTM,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a7m5,,GTM,Guatemala,Latin America and the Caribbean,Americas,Jutapia province,,,No,No,No,,7.7,Richter,13.049,-88.66,,2001,1.0,13.0,2001,1.0,13.0,6.0,2.0,150.0,,152.0,,,,,50.0,83.0,60.5035788853056,"[{""adm1_code"":64842,""adm1_name"":""Jutiapa""}]",2003-09-08,2023-09-25
2001-0033-IND,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a8ds,,IND,India,Southern Asia,Asia,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)",,,Yes,No,No,118929.0,7.7,Richter,23.419,70.232,,2001,1.0,26.0,2001,1.0,26.0,20005.0,166812.0,4365000.0,1790000.0,6321812.0,,,100000.0,165279.0,2623000.0,4335281.0,60.5035788853056,"[{""adm2_code"":17635,""adm2_name"":""Ahmadabad""},{""adm2_code"":17636,""adm2_name"":""Amreli""},{""adm2_code"":17637,""adm2_name"":""Banas Kantha""},{""adm2_code"":17638,""adm2_name"":""Bharuch""},{""adm2_code"":17639,""adm2_name"":""Bhavnagar""},{""adm2_code"":17640,""adm2_name"":""Gandhinagar""},{""adm2_code"":17641,""adm2_name"":""Jamnagar""},{""adm2_code"":17642,""adm2_name"":""Junagadh""},{""adm2_code"":17643,""adm2_name"":""Kachchh""},{""adm2_code"":17644,""adm2_name"":""Kheda""},{""adm2_code"":17645,""adm2_name"":""Mahesana""},{""adm2_code"":17647,""adm2_name"":""Rajkot""},{""adm2_code"":17648,""adm2_name"":""Sabar Kantha""},{""adm2_code"":17649,""adm2_name"":""Surat""},{""adm2_code"":17650,""adm2_name"":""Surendranagar""},{""adm2_code"":17652,""adm2_name"":""Vadodara""},{""adm2_code"":70124,""adm2_name"":""Anand""},{""adm2_code"":70125,""adm2_name"":""Dahod""},{""adm2_code"":70127,""adm2_name"":""Navsari""},{""adm2_code"":70129,""adm2_name"":""Patan""},{""adm2_code"":70130,""adm2_name"":""Porbandar""}]",2014-04-04,2023-09-25
2001-0033-PAK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a8ds,,PAK,Pakistan,Southern Asia,Asia,"Badin District, Tharparkar District, Mirpur Khas District districts (Sindh province)",,,Yes,No,No,215.0,7.7,Richter,23.419,70.232,,2001,1.0,26.0,2001,1.0,26.0,12.0,100.0,914192.0,,914292.0,,,,,500.0,826.0,60.5035788853056,"[{""adm2_code"":23681,""adm2_name"":""Badin District""},{""adm2_code"":40399,""adm2_name"":""Mirpur Khas District""},{""adm2_code"":40405,""adm2_name"":""Tharparkar District""}]",2014-04-04,2023-09-25
2001-0042-SLV,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a9jv,,SLV,El Salvador,Latin America and the Caribbean,Americas,"La Paz, Cuscatlan, San Vicente, San Salvador, Morazan, La Libertad provinces ; San Juan Tepezontes district (La Paz province), Cojutepeque district (Cuscatlan province)",,"Slide (land, mud, snow, rock)",Yes,No,No,,6.6,Richter,13.671,-88.938,,2001,2.0,13.0,2001,2.0,13.0,315.0,3399.0,252622.0,,256021.0,,,,,348500.0,575999.0,60.5035788853056,"[{""adm1_code"":1187,""adm1_name"":""Cuscatlan""},{""adm1_code"":1188,""adm1_name"":""La Libertad""},{""adm1_code"":1189,""adm1_name"":""La Paz""},{""adm1_code"":1191,""adm1_name"":""Morazan""},{""adm1_code"":1193,""adm1_name"":""San Salvador""},{""adm1_code"":1194,""adm1_name"":""San Vicente""}]",2014-02-26,2023-09-25
2001-0064-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000aa5p,,CHN,China,Eastern Asia,Asia,"Yajiang Xian, Kangding Xian areas (Garze Tibetan district, Sichuan Sheng province)",,,Yes,No,No,,5.6,Richter,29.513,101.129,,2001,2.0,23.0,2001,2.0,23.0,3.0,109.0,,300000.0,300109.0,,,,,24000.0,39667.0,60.5035788853056,"[{""adm2_code"":13271,""adm2_name"":""Garzê Tibetan""}]",2003-09-05,2023-09-25
2001-0086-AFG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000aaae,,AFG,Afghanistan,Southern Asia,Asia,Fayzabad district (Badakhshan province),,,No,No,No,,6.2,Richter,36.424,70.881,,2001,2.0,25.0,2001,2.0,25.0,,,,,,,,,,,,60.5035788853056,"[{""adm2_code"":100007,""adm2_name"":""Fayzabad""}]",2003-07-01,2023-09-25
2001-0099-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:uw10530748,,USA,United States of America,Northern America,Americas,"Seattle city (King district), Tacoma city (Pierce district), Olympia city (Thurston district) (Washington province)",,,No,No,No,,6.8,Richter,47.149,-122.7266667,,2001,2.0,28.0,2001,2.0,28.0,1.0,400.0,,,400.0,,,305000.0,504102.0,2000000.0,3305590.0,60.5035788853056,"[{""adm2_code"":31646,""adm2_name"":""King""},{""adm2_code"":31656,""adm2_name"":""Pierce""},{""adm2_code"":31663,""adm2_name"":""Thurston""}]",2003-09-05,2023-09-25
2001-0123-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000abyg,,JPN,Japan,Eastern Asia,Asia,"Hirosima, Ehime provinces",,,No,No,No,,6.8,Richter,34.083,132.526,,2001,3.0,24.0,2001,3.0,24.0,2.0,161.0,11100.0,,11261.0,,,128000.0,211558.0,500000.0,826397.0,60.5035788853056,"[{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1660,""adm1_name"":""Hirosima""}]",2014-02-26,2023-09-25
2001-0151-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000ad3a,,CHN,China,Eastern Asia,Asia,"Shidian area (Baoshan district, Yunnan Sheng province)",,"Slide (land, mud, snow, rock)",No,No,No,,5.6,Richter,24.768,99.061,,2001,4.0,12.0,2001,4.0,12.0,2.0,190.0,150000.0,,150190.0,,,,,31000.0,51237.0,60.5035788853056,"[{""adm2_code"":13313,""adm2_name"":""Baoshan""}]",2003-09-05,2023-09-25
2001-0214-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000afdp,,CHN,China,Eastern Asia,Asia,"Ninglang Yi Zizhixian area (Lijiang district, Yunnan Sheng province), Yanyuan Xian area (Liangshan Yi district, Sichuan Sheng province)",,,No,No,No,,5.5,Richter,27.689,101.003,,2001,5.0,23.0,2001,5.0,23.0,2.0,605.0,,10000.0,10605.0,,,,,36000.0,59501.0,60.5035788853056,"[{""adm2_code"":13272,""adm2_name"":""Liangshan Yi""},{""adm2_code"":13315,""adm2_name"":""Lijiang""}]",2003-09-05,2023-09-25
2001-0233-AFG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000afvt,,AFG,Afghanistan,Southern Asia,Asia,"Panjsher, Parwan, Kapisa provinces",,,No,No,No,,5.0,Richter,35.169,69.389,,2001,6.0,1.0,2001,6.0,1.0,4.0,20.0,,250.0,270.0,,,,,,,60.5035788853056,"[{""adm1_code"":286,""adm1_name"":""Kapisa""},{""adm1_code"":99879,""adm1_name"":""Panjsher""},{""adm1_code"":99880,""adm1_name"":""Parwan""}]",2004-03-23,2023-09-25
2001-0294-PER,No,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,USGS:usp000ah4q,,PER,Peru,Latin America and the Caribbean,Americas,"Arequipa, Moquegua, Tacna, Ayacucho provinces",,Tsunami/Tidal wave,Yes,No,No,20777.0,8.4,Richter,-16.265,-73.641,,2001,6.0,23.0,2001,6.0,23.0,145.0,2713.0,222400.0,124865.0,349978.0,,,50000.0,82640.0,300000.0,495838.0,60.5035788853056,"[{""adm1_code"":2331,""adm1_name"":""Arequipa""},{""adm1_code"":2332,""adm1_name"":""Ayacucho""},{""adm1_code"":2345,""adm1_name"":""Moquegua""},{""adm1_code"":2350,""adm1_name"":""Tacna""}]",2003-09-05,2023-09-25
